Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,S071-004,LMG_23826,25MDFML003374-2A,MOD1_WNTSBCO4,10_6_2001,716,CS-42,CFSAN145334,CRZK,bq,CFSAN080751,1011-04,CFSAN142785,CS6162,CH43,CH65,CH44,CFSAN141446,CH84,CFSAN080747,25MDFML003369-4A,CS291,KubGAU_B-268,CFSAN129441,cro810A3,cro1489B1,HA18074,CFSAN141625,25MDFML004503-1A,25MDFML003369-3A,CH45,SC16,MOD1_LR736,CE52,CFSAN140976,CFSAN138565,CFSAN135223,S054-001,S053-001
group_3271,,Alcohol dehydrogenase,39,39,1,1,6572,,,,1032,1032,1032,COBAIANA_00819,NCDGGIKE_01843,KEJBGJNJ_01455,JELDIHCN_02718,PBHEHNGA_01578,DALMCLCA_04352,ONIJJAOC_00311,OLEGOONE_02392,CMJCGDBJ_02125,FDIPHMPI_02008,GAFMEKNJ_02203,JJCAEOCL_02012,FIMNDECN_01373,BOLFLKJN_00043,MONHGDDE_03143,HENDCIDF_01457,BGHDJHLL_02807,MLDDBGFK_00999,OBCFPDNM_03245,PDLMEAGH_03621,MIEBPKLG_01569,FAKIMOAG_00351,AAJLDHNL_04293,HFELHBKN_02485,FPIHAPOB_02382,PLNCNKBH_01063,IMMFCMMB_03403,BDMJLJKB_01905,MDDFFGJE_02027,ADGPNKPL_02546,MFAJDMJN_03088,HOGJFGMH_00344,BFJHMAPM_02120,JFGMPIEF_02097,DOHFHPBA_00044,OAICLECK_00459,HGGDPEND_00247,PGNFGNII_00044,PDCFMNHJ_00043
adh_2,adh_2,Aldehyde dehydrogenase,39,39,1,1,6571,,,,1521,1521,1521,COBAIANA_00818,NCDGGIKE_01842,KEJBGJNJ_01454,JELDIHCN_02719,PBHEHNGA_01577,DALMCLCA_04353,ONIJJAOC_00312,OLEGOONE_02393,CMJCGDBJ_02126,FDIPHMPI_02009,GAFMEKNJ_02204,JJCAEOCL_02013,FIMNDECN_01374,BOLFLKJN_00044,MONHGDDE_03144,HENDCIDF_01456,BGHDJHLL_02806,MLDDBGFK_00998,OBCFPDNM_03246,PDLMEAGH_03622,MIEBPKLG_01568,FAKIMOAG_00352,AAJLDHNL_04292,23_refound_633,FPIHAPOB_02381,PLNCNKBH_01062,IMMFCMMB_03404,BDMJLJKB_01904,MDDFFGJE_02026,ADGPNKPL_02545,MFAJDMJN_03089,HOGJFGMH_00343,BFJHMAPM_02121,JFGMPIEF_02096,DOHFHPBA_00043,OAICLECK_00458,HGGDPEND_00246,PGNFGNII_00043,PDCFMNHJ_00042
group_3247,,hypothetical protein,62,39,1.58974359,1,6539,,,,549,2559,1780.278689,COBAIANA_01168,NCDGGIKE_02146,KEJBGJNJ_00079;KEJBGJNJ_00082,JELDIHCN_01831;JELDIHCN_01828,PBHEHNGA_00834;PBHEHNGA_00837,DALMCLCA_03798;DALMCLCA_03801,ONIJJAOC_00011,OLEGOONE_04183,CMJCGDBJ_04360,FDIPHMPI_01710,GAFMEKNJ_00653,JJCAEOCL_04388,FIMNDECN_01515,BOLFLKJN_04220,MONHGDDE_02337;MONHGDDE_02340,HENDCIDF_02522;HENDCIDF_02519,BGHDJHLL_02184;BGHDJHLL_02187,MLDDBGFK_01846;MLDDBGFK_01849,OBCFPDNM_02368;OBCFPDNM_02365,PDLMEAGH_03014,MIEBPKLG_00420;MIEBPKLG_00423,FAKIMOAG_00054,AAJLDHNL_03171;AAJLDHNL_03174,HFELHBKN_04018;HFELHBKN_04206,24_refound_712,PLNCNKBH_01271,IMMFCMMB_03075;IMMFCMMB_03078,BDMJLJKB_00408;BDMJLJKB_00405,MDDFFGJE_03219;MDDFFGJE_03222,ADGPNKPL_00420;ADGPNKPL_00423,MFAJDMJN_02763;MFAJDMJN_02760,HOGJFGMH_00638,BFJHMAPM_00575;BFJHMAPM_00578,JFGMPIEF_02398,DOHFHPBA_00370;DOHFHPBA_00373,OAICLECK_04099;OAICLECK_04096,HGGDPEND_04160;HGGDPEND_04163,PGNFGNII_00373;PGNFGNII_00370,PDCFMNHJ_00369;PDCFMNHJ_00372
kbp,kbp,Potassium binding protein Kbp,39,39,1,1,6538,,,,447,447,447,COBAIANA_00527,NCDGGIKE_01517,KEJBGJNJ_01156,JELDIHCN_02956,PBHEHNGA_02743,DALMCLCA_01787,ONIJJAOC_00639,OLEGOONE_00864,CMJCGDBJ_00705,FDIPHMPI_02281,GAFMEKNJ_01381,JJCAEOCL_01792,FIMNDECN_01843,BOLFLKJN_00300,MONHGDDE_00271,HENDCIDF_02016,BGHDJHLL_01794,MLDDBGFK_02397,OBCFPDNM_02609,PDLMEAGH_01708,MIEBPKLG_01270,FAKIMOAG_00606,AAJLDHNL_01304,HFELHBKN_01479,FPIHAPOB_03226,PLNCNKBH_03493,IMMFCMMB_00608,BDMJLJKB_02336,MDDFFGJE_01466,ADGPNKPL_01985,MFAJDMJN_01805,HOGJFGMH_00089,BFJHMAPM_02313,JFGMPIEF_01764,DOHFHPBA_02496,OAICLECK_00798,HGGDPEND_02914,PGNFGNII_02379,PDCFMNHJ_01911
nrdR,nrdR,Transcriptional repressor NrdR,39,39,1,1,6536,,,,450,450,450,COBAIANA_01570,NCDGGIKE_02912,KEJBGJNJ_00860,JELDIHCN_01661,PBHEHNGA_00367,DALMCLCA_00780,ONIJJAOC_03451,OLEGOONE_01662,CMJCGDBJ_01252,FDIPHMPI_00929,GAFMEKNJ_02163,JJCAEOCL_02194,FIMNDECN_00136,BOLFLKJN_00904,MONHGDDE_03630,HENDCIDF_03686,BGHDJHLL_03881,MLDDBGFK_02137,OBCFPDNM_03422,PDLMEAGH_00736,MIEBPKLG_00974,FAKIMOAG_02909,AAJLDHNL_01970,HFELHBKN_01170,FPIHAPOB_03559,PLNCNKBH_02889,IMMFCMMB_03574,BDMJLJKB_01456,MDDFFGJE_01260,ADGPNKPL_00970,MFAJDMJN_03885,HOGJFGMH_03557,BFJHMAPM_04091,JFGMPIEF_03451,DOHFHPBA_01158,OAICLECK_01257,HGGDPEND_01776,PGNFGNII_01937,PDCFMNHJ_02946
ycdY,ycdY,Chaperone protein YcdY,39,39,1,1,6535,,,,567,567,567,COBAIANA_01414,NCDGGIKE_02402,KEJBGJNJ_00347,JELDIHCN_00245,PBHEHNGA_00584,DALMCLCA_04068,ONIJJAOC_02173,OLEGOONE_01538,CMJCGDBJ_03284,FDIPHMPI_01454,GAFMEKNJ_03889,JJCAEOCL_00252,FIMNDECN_03460,BOLFLKJN_01930,MONHGDDE_01774,HENDCIDF_00385,BGHDJHLL_02358,MLDDBGFK_01596,OBCFPDNM_00226,PDLMEAGH_03758,MIEBPKLG_00155,FAKIMOAG_01131,AAJLDHNL_02362,HFELHBKN_01782,FPIHAPOB_03538,PLNCNKBH_00949,IMMFCMMB_01672,BDMJLJKB_00155,MDDFFGJE_02265,ADGPNKPL_00155,MFAJDMJN_02623,HOGJFGMH_00938,BFJHMAPM_00310,JFGMPIEF_00928,DOHFHPBA_00638,OAICLECK_00120,HGGDPEND_00725,PGNFGNII_00638,PDCFMNHJ_00637
norG_1,norG_1,HTH-type transcriptional regulator NorG,39,39,1,1,6534,,,,1422,1422,1422,COBAIANA_01632,NCDGGIKE_02852,KEJBGJNJ_00800,JELDIHCN_01721,PBHEHNGA_00307,DALMCLCA_00840,ONIJJAOC_03378,OLEGOONE_01600,CMJCGDBJ_02820,FDIPHMPI_00993,GAFMEKNJ_03392,JJCAEOCL_03653,FIMNDECN_00198,BOLFLKJN_02511,MONHGDDE_03690,HENDCIDF_03626,BGHDJHLL_03941,MLDDBGFK_02077,OBCFPDNM_03482,PDLMEAGH_00675,MIEBPKLG_00914,FAKIMOAG_02972,AAJLDHNL_01910,HFELHBKN_02161,FPIHAPOB_00722,PLNCNKBH_00331,IMMFCMMB_03513,BDMJLJKB_01396,MDDFFGJE_01200,ADGPNKPL_00910,MFAJDMJN_03945,HOGJFGMH_03495,BFJHMAPM_01901,JFGMPIEF_03524,DOHFHPBA_01098,OAICLECK_01197,HGGDPEND_01716,PGNFGNII_01877,PDCFMNHJ_02886
ycdX,ycdX,putative phosphatase YcdX,39,39,1,1,6532,,,,738,738,738,COBAIANA_01415,NCDGGIKE_02403,KEJBGJNJ_00348,JELDIHCN_00246,PBHEHNGA_00583,DALMCLCA_04069,ONIJJAOC_02174,OLEGOONE_01539,CMJCGDBJ_03283,FDIPHMPI_01453,GAFMEKNJ_03888,JJCAEOCL_00251,FIMNDECN_03459,BOLFLKJN_01931,MONHGDDE_01775,HENDCIDF_00384,BGHDJHLL_02359,MLDDBGFK_01595,OBCFPDNM_00227,PDLMEAGH_03757,MIEBPKLG_00154,FAKIMOAG_01130,AAJLDHNL_02363,HFELHBKN_01781,FPIHAPOB_03539,PLNCNKBH_00950,IMMFCMMB_01671,BDMJLJKB_00154,MDDFFGJE_02264,ADGPNKPL_00154,MFAJDMJN_02622,HOGJFGMH_00939,BFJHMAPM_00309,JFGMPIEF_00929,DOHFHPBA_00639,OAICLECK_00119,HGGDPEND_00724,PGNFGNII_00639,PDCFMNHJ_00638
ghrA,ghrA,Glyoxylate/hydroxypyruvate reductase A,39,39,1,1,6527,,,,942,942,942,COBAIANA_01416,NCDGGIKE_02404,KEJBGJNJ_00349,JELDIHCN_00247,PBHEHNGA_00582,DALMCLCA_04070,ONIJJAOC_02175,OLEGOONE_01540,CMJCGDBJ_03282,FDIPHMPI_01452,GAFMEKNJ_03887,JJCAEOCL_00250,FIMNDECN_03458,BOLFLKJN_01932,MONHGDDE_01776,HENDCIDF_00383,BGHDJHLL_02360,MLDDBGFK_01594,OBCFPDNM_00228,PDLMEAGH_03756,MIEBPKLG_00153,FAKIMOAG_01129,AAJLDHNL_02364,HFELHBKN_01780,FPIHAPOB_03540,PLNCNKBH_00951,IMMFCMMB_01670,BDMJLJKB_00153,MDDFFGJE_02263,ADGPNKPL_00153,MFAJDMJN_02621,HOGJFGMH_00940,BFJHMAPM_00308,JFGMPIEF_00930,DOHFHPBA_00640,OAICLECK_00118,HGGDPEND_00723,PGNFGNII_00640,PDCFMNHJ_00639
ymdA,;ymdA,hypothetical protein;putative protein YmdA,39,39,1,1,6526,,,,303,306,305.3846154,COBAIANA_01412,NCDGGIKE_02393,KEJBGJNJ_00345,JELDIHCN_00243,PBHEHNGA_00586,DALMCLCA_04066,ONIJJAOC_02171,OLEGOONE_01536,CMJCGDBJ_03286,FDIPHMPI_01456,GAFMEKNJ_03891,JJCAEOCL_00254,FIMNDECN_03462,BOLFLKJN_01928,MONHGDDE_01772,HENDCIDF_00387,BGHDJHLL_02356,MLDDBGFK_01598,OBCFPDNM_00224,PDLMEAGH_03760,MIEBPKLG_00157,FAKIMOAG_01133,AAJLDHNL_02360,HFELHBKN_01784,FPIHAPOB_03536,PLNCNKBH_00947,IMMFCMMB_01674,BDMJLJKB_00157,MDDFFGJE_02267,ADGPNKPL_00157,MFAJDMJN_02625,HOGJFGMH_00936,BFJHMAPM_00312,JFGMPIEF_00926,DOHFHPBA_00636,OAICLECK_00122,HGGDPEND_00727,PGNFGNII_00636,PDCFMNHJ_00635
mraZ,mraZ,Transcriptional regulator MraZ,39,39,1,1,6523,,,,459,459,459,COBAIANA_02752,NCDGGIKE_03226,KEJBGJNJ_02714,JELDIHCN_02268,PBHEHNGA_01418,DALMCLCA_02317,ONIJJAOC_02822,OLEGOONE_01297,CMJCGDBJ_02624,FDIPHMPI_00658,GAFMEKNJ_02317,JJCAEOCL_01115,FIMNDECN_02103,BOLFLKJN_01407,MONHGDDE_02520,HENDCIDF_02816,BGHDJHLL_00391,MLDDBGFK_01473,OBCFPDNM_01923,PDLMEAGH_02113,MIEBPKLG_01752,FAKIMOAG_01499,AAJLDHNL_02486,HFELHBKN_01771,FPIHAPOB_00929,PLNCNKBH_01978,IMMFCMMB_02661,BDMJLJKB_01120,MDDFFGJE_00114,ADGPNKPL_01353,MFAJDMJN_00391,HOGJFGMH_02099,BFJHMAPM_03664,JFGMPIEF_02865,DOHFHPBA_01932,OAICLECK_01437,HGGDPEND_02762,PGNFGNII_01329,PDCFMNHJ_00858
lpfD,lpfD,putative minor fimbrial subunit LpfD,39,39,1,1,6522,,,,453,1029,969.8461538,COBAIANA_01417,NCDGGIKE_02405,KEJBGJNJ_00350,JELDIHCN_00248,PBHEHNGA_00581,DALMCLCA_04071,ONIJJAOC_02176,OLEGOONE_01541,CMJCGDBJ_03281,FDIPHMPI_01451,GAFMEKNJ_03886,JJCAEOCL_00249,FIMNDECN_03457,BOLFLKJN_01933,MONHGDDE_01777,HENDCIDF_00382,BGHDJHLL_02361,MLDDBGFK_01593,OBCFPDNM_00229,PDLMEAGH_03755,MIEBPKLG_00152,FAKIMOAG_01128,AAJLDHNL_02365,HFELHBKN_01779,FPIHAPOB_03541,PLNCNKBH_00952,IMMFCMMB_01669,BDMJLJKB_00152,MDDFFGJE_02262,ADGPNKPL_00152,MFAJDMJN_02620,HOGJFGMH_00941,BFJHMAPM_00307,JFGMPIEF_00931,DOHFHPBA_00641,OAICLECK_00117,HGGDPEND_00722,PGNFGNII_00641,PDCFMNHJ_00640
group_3230,,hypothetical protein,39,39,1,1,6512,,,,540,540,540,COBAIANA_02695,NCDGGIKE_03278,KEJBGJNJ_02771,JELDIHCN_02325,PBHEHNGA_01361,DALMCLCA_02260,ONIJJAOC_02879,OLEGOONE_01181,CMJCGDBJ_02591,FDIPHMPI_00601,GAFMEKNJ_04181,JJCAEOCL_03757,FIMNDECN_02046,BOLFLKJN_03700,MONHGDDE_02577,HENDCIDF_02759,BGHDJHLL_00334,MLDDBGFK_01416,OBCFPDNM_01980,PDLMEAGH_02763,MIEBPKLG_01809,FAKIMOAG_01557,AAJLDHNL_02429,HFELHBKN_01942,FPIHAPOB_02175,PLNCNKBH_02202,IMMFCMMB_02718,BDMJLJKB_01063,MDDFFGJE_00171,ADGPNKPL_01296,MFAJDMJN_00334,HOGJFGMH_02041,BFJHMAPM_03607,JFGMPIEF_02808,DOHFHPBA_01989,OAICLECK_01380,HGGDPEND_02705,PGNFGNII_01386,PDCFMNHJ_00915
group_3229,,hypothetical protein,39,39,1,1,6510,,,,600,600,600,COBAIANA_03762,NCDGGIKE_04012,KEJBGJNJ_03356,JELDIHCN_03567,PBHEHNGA_02207,DALMCLCA_02500,ONIJJAOC_01582,OLEGOONE_02923,CMJCGDBJ_02011,FDIPHMPI_00101,GAFMEKNJ_03179,JJCAEOCL_03857,FIMNDECN_03255,BOLFLKJN_02128,MONHGDDE_04084,HENDCIDF_04190,BGHDJHLL_04378,MLDDBGFK_02601,OBCFPDNM_03878,PDLMEAGH_01956,MIEBPKLG_03035,FAKIMOAG_03479,AAJLDHNL_03614,HFELHBKN_01115,FPIHAPOB_00464,PLNCNKBH_03217,IMMFCMMB_03863,BDMJLJKB_02683,MDDFFGJE_02411,ADGPNKPL_02685,MFAJDMJN_04308,HOGJFGMH_04141,BFJHMAPM_00689,JFGMPIEF_00601,DOHFHPBA_03557,OAICLECK_02948,HGGDPEND_03620,PGNFGNII_03222,PDCFMNHJ_03103
group_3228,,hypothetical protein,39,39,1,1,6509,,,,1335,1338,1337.923077,COBAIANA_03267,NCDGGIKE_02433,KEJBGJNJ_00380,JELDIHCN_00278,PBHEHNGA_00551,DALMCLCA_04101,ONIJJAOC_02206,OLEGOONE_02189,CMJCGDBJ_01058,FDIPHMPI_01423,GAFMEKNJ_01066,JJCAEOCL_02130,FIMNDECN_02454,BOLFLKJN_02046,MONHGDDE_01807,HENDCIDF_00352,BGHDJHLL_02391,MLDDBGFK_03045,OBCFPDNM_00259,PDLMEAGH_00885,MIEBPKLG_00122,FAKIMOAG_01097,AAJLDHNL_01821,HFELHBKN_00928,FPIHAPOB_02342,PLNCNKBH_02278,IMMFCMMB_01639,BDMJLJKB_00122,MDDFFGJE_02232,ADGPNKPL_00122,MFAJDMJN_02590,HOGJFGMH_00968,BFJHMAPM_01480,JFGMPIEF_00961,DOHFHPBA_00671,OAICLECK_00087,HGGDPEND_00692,PGNFGNII_00671,PDCFMNHJ_00670
luxA_fgd_2,luxA;fgd_2,Alkanal monooxygenase alpha chain;F420-dependent glucose-6-phosphate dehydrogenase,39,39,1,1,6508,,,,540,1050,1036.923077,COBAIANA_01094,NCDGGIKE_02072,KEJBGJNJ_03856,JELDIHCN_02475,PBHEHNGA_01872,DALMCLCA_02225,ONIJJAOC_00084,OLEGOONE_02016,CMJCGDBJ_01644,FDIPHMPI_01784,GAFMEKNJ_00579,JJCAEOCL_03917,FIMNDECN_01589,BOLFLKJN_03338,MONHGDDE_02900,HENDCIDF_03411,BGHDJHLL_03050,MLDDBGFK_01241,OBCFPDNM_03002,PDLMEAGH_01011,MIEBPKLG_00518,FAKIMOAG_00130,AAJLDHNL_03076,HFELHBKN_02258,FPIHAPOB_01762,PLNCNKBH_03125,IMMFCMMB_03160,BDMJLJKB_02147,MDDFFGJE_03181,ADGPNKPL_00517,MFAJDMJN_02845,HOGJFGMH_00563,BFJHMAPM_00874,JFGMPIEF_02324,DOHFHPBA_00288,OAICLECK_00702,HGGDPEND_00491,PGNFGNII_00288,PDCFMNHJ_00287
group_3227,,hypothetical protein,39,39,1,1,6507,,,,1095,1095,1095,COBAIANA_01095,NCDGGIKE_02073,KEJBGJNJ_03857,JELDIHCN_02474,PBHEHNGA_01873,DALMCLCA_02224,ONIJJAOC_00083,OLEGOONE_02017,CMJCGDBJ_01643,FDIPHMPI_01783,GAFMEKNJ_00580,JJCAEOCL_03916,FIMNDECN_01588,BOLFLKJN_03337,MONHGDDE_02899,HENDCIDF_03410,BGHDJHLL_03051,MLDDBGFK_01242,OBCFPDNM_03001,PDLMEAGH_01012,MIEBPKLG_00517,FAKIMOAG_00129,AAJLDHNL_03077,HFELHBKN_02259,FPIHAPOB_01763,PLNCNKBH_03126,IMMFCMMB_03159,BDMJLJKB_02148,MDDFFGJE_03182,ADGPNKPL_00516,MFAJDMJN_02844,HOGJFGMH_00564,BFJHMAPM_00873,JFGMPIEF_02325,DOHFHPBA_00289,OAICLECK_00703,HGGDPEND_00492,PGNFGNII_00289,PDCFMNHJ_00288
secB,secB,Protein-export protein SecB,39,39,1,1,6505,,,,468,468,468,COBAIANA_03410,NCDGGIKE_03780,KEJBGJNJ_03205,JELDIHCN_00679,PBHEHNGA_03134,DALMCLCA_01369,ONIJJAOC_03693,OLEGOONE_03655,CMJCGDBJ_03158,FDIPHMPI_03777,GAFMEKNJ_02010,JJCAEOCL_01885,FIMNDECN_02549,BOLFLKJN_03080,MONHGDDE_00739,HENDCIDF_04345,BGHDJHLL_00586,MLDDBGFK_03178,OBCFPDNM_04339,PDLMEAGH_01490,MIEBPKLG_03307,FAKIMOAG_02511,AAJLDHNL_02949,HFELHBKN_01981,FPIHAPOB_01482,PLNCNKBH_03750,IMMFCMMB_04013,BDMJLJKB_03076,MDDFFGJE_03069,ADGPNKPL_03650,MFAJDMJN_00586,HOGJFGMH_03192,BFJHMAPM_03921,JFGMPIEF_00394,DOHFHPBA_03224,OAICLECK_02592,HGGDPEND_01060,PGNFGNII_02642,PDCFMNHJ_02174
slyB,slyB,Outer membrane lipoprotein SlyB,39,39,1,1,6503,,,,468,468,468,COBAIANA_01138,NCDGGIKE_02115,KEJBGJNJ_00049,JELDIHCN_01798,PBHEHNGA_03792,DALMCLCA_03768,ONIJJAOC_00041,OLEGOONE_03826,CMJCGDBJ_03421,FDIPHMPI_01740,GAFMEKNJ_00623,JJCAEOCL_02782,FIMNDECN_01545,BOLFLKJN_03670,MONHGDDE_02848,HENDCIDF_03359,BGHDJHLL_03102,MLDDBGFK_01879,OBCFPDNM_02950,PDLMEAGH_02982,MIEBPKLG_00453,FAKIMOAG_00084,AAJLDHNL_03141,HFELHBKN_02448,FPIHAPOB_03297,PLNCNKBH_01002,IMMFCMMB_03108,BDMJLJKB_00438,MDDFFGJE_03252,ADGPNKPL_00453,MFAJDMJN_02793,HOGJFGMH_00608,BFJHMAPM_00608,JFGMPIEF_02368,DOHFHPBA_00340,OAICLECK_03641,HGGDPEND_00543,PGNFGNII_00340,PDCFMNHJ_00339
yihP_2,yihP_2,Putative 23-dihydroxypropane-1-sulfonate exporter,39,39,1,1,6502,,,,1431,1431,1431,COBAIANA_03471,NCDGGIKE_03847,KEJBGJNJ_03268,JELDIHCN_00741,PBHEHNGA_03196,DALMCLCA_02775,ONIJJAOC_03754,OLEGOONE_03517,CMJCGDBJ_02239,FDIPHMPI_03838,GAFMEKNJ_02577,JJCAEOCL_01946,FIMNDECN_02610,BOLFLKJN_03641,MONHGDDE_00676,HENDCIDF_04282,BGHDJHLL_00523,MLDDBGFK_04078,OBCFPDNM_04276,PDLMEAGH_02900,MIEBPKLG_04017,FAKIMOAG_02448,AAJLDHNL_03011,HFELHBKN_02873,FPIHAPOB_01392,PLNCNKBH_02110,IMMFCMMB_03951,BDMJLJKB_04009,MDDFFGJE_03987,ADGPNKPL_03963,MFAJDMJN_00523,HOGJFGMH_03130,BFJHMAPM_03984,JFGMPIEF_00455,DOHFHPBA_03162,OAICLECK_03532,HGGDPEND_00998,PGNFGNII_02580,PDCFMNHJ_02112
yraJ_1__yraJ,yraJ_1;;yraJ,Outer membrane usher protein YraJ;hypothetical protein,39,39,1,1,6501,,,,546,2553,2500.615385,COBAIANA_01418,NCDGGIKE_02406,KEJBGJNJ_00351,JELDIHCN_00249,PBHEHNGA_00580,DALMCLCA_04072,ONIJJAOC_02177,OLEGOONE_01542,CMJCGDBJ_03280,FDIPHMPI_01450,GAFMEKNJ_03885,JJCAEOCL_00248,FIMNDECN_03456,BOLFLKJN_01934,MONHGDDE_01778,HENDCIDF_00381,BGHDJHLL_02362,MLDDBGFK_01592,OBCFPDNM_00230,PDLMEAGH_03754,MIEBPKLG_00151,FAKIMOAG_01127,AAJLDHNL_02366,HFELHBKN_01778,FPIHAPOB_03542,PLNCNKBH_01504,IMMFCMMB_01668,BDMJLJKB_00151,MDDFFGJE_02261,ADGPNKPL_00151,MFAJDMJN_02619,HOGJFGMH_00942,BFJHMAPM_00306,JFGMPIEF_00932,DOHFHPBA_00642,OAICLECK_00116,HGGDPEND_00721,PGNFGNII_00642,PDCFMNHJ_00641
yraH,yraH,putative fimbrial-like protein YraH,39,39,1,1,6500,,,,144,534,524,COBAIANA_01420,NCDGGIKE_02408,KEJBGJNJ_00353,JELDIHCN_00251,PBHEHNGA_00578,DALMCLCA_04074,ONIJJAOC_02179,OLEGOONE_01544,CMJCGDBJ_03278,FDIPHMPI_01448,GAFMEKNJ_03883,JJCAEOCL_00246,FIMNDECN_03454,BOLFLKJN_01936,MONHGDDE_01780,HENDCIDF_00379,BGHDJHLL_02364,MLDDBGFK_01590,OBCFPDNM_00232,PDLMEAGH_03752,MIEBPKLG_00149,FAKIMOAG_01125,AAJLDHNL_02368,HFELHBKN_01776,FPIHAPOB_03544,PLNCNKBH_01502,IMMFCMMB_01666,BDMJLJKB_00149,MDDFFGJE_02259,ADGPNKPL_00149,MFAJDMJN_02617,HOGJFGMH_00944,BFJHMAPM_00304,JFGMPIEF_00934,DOHFHPBA_00644,OAICLECK_00114,HGGDPEND_00719,PGNFGNII_00644,PDCFMNHJ_00643
group_3225,,hypothetical protein,39,39,1,1,6499,,,,471,471,471,COBAIANA_04032,NCDGGIKE_03652,KEJBGJNJ_04013,JELDIHCN_04088,PBHEHNGA_03430,DALMCLCA_01896,ONIJJAOC_01743,OLEGOONE_03751,CMJCGDBJ_04419,FDIPHMPI_00227,GAFMEKNJ_02933,JJCAEOCL_02361,FIMNDECN_03650,BOLFLKJN_02333,MONHGDDE_01393,HENDCIDF_01558,BGHDJHLL_01278,MLDDBGFK_03866,OBCFPDNM_01646,PDLMEAGH_02948,MIEBPKLG_03917,FAKIMOAG_04057,AAJLDHNL_03914,HFELHBKN_01419,FPIHAPOB_03345,PLNCNKBH_00443,IMMFCMMB_01019,BDMJLJKB_03718,MDDFFGJE_03653,ADGPNKPL_03695,MFAJDMJN_01302,HOGJFGMH_01385,BFJHMAPM_02913,JFGMPIEF_01128,DOHFHPBA_03972,OAICLECK_03215,HGGDPEND_03904,PGNFGNII_03736,PDCFMNHJ_03661
rpsG,rpsG,30S ribosomal protein S7,39,39,1,1,6498,,,,471,471,471,COBAIANA_02912,NCDGGIKE_00191,KEJBGJNJ_03631,JELDIHCN_03683,PBHEHNGA_03081,DALMCLCA_02989,ONIJJAOC_04051,OLEGOONE_01752,CMJCGDBJ_04204,FDIPHMPI_03553,GAFMEKNJ_04016,JJCAEOCL_01061,FIMNDECN_02163,BOLFLKJN_00854,MONHGDDE_00846,HENDCIDF_01155,BGHDJHLL_01013,MLDDBGFK_03368,OBCFPDNM_01077,PDLMEAGH_03956,MIEBPKLG_03453,FAKIMOAG_02746,AAJLDHNL_03313,HFELHBKN_01849,FPIHAPOB_01314,PLNCNKBH_01155,IMMFCMMB_04250,BDMJLJKB_03247,MDDFFGJE_02852,ADGPNKPL_02960,MFAJDMJN_01010,HOGJFGMH_03424,BFJHMAPM_00980,JFGMPIEF_00286,DOHFHPBA_03486,OAICLECK_03552,HGGDPEND_01322,PGNFGNII_02904,PDCFMNHJ_02436
fkpB,fkpB,FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase,39,39,1,1,6497,,,,471,471,471,COBAIANA_02704,NCDGGIKE_03269,KEJBGJNJ_02762,JELDIHCN_02316,PBHEHNGA_01370,DALMCLCA_02269,ONIJJAOC_02870,OLEGOONE_01345,CMJCGDBJ_03537,FDIPHMPI_00610,GAFMEKNJ_04174,JJCAEOCL_03217,FIMNDECN_02055,BOLFLKJN_01456,MONHGDDE_02568,HENDCIDF_02768,BGHDJHLL_00343,MLDDBGFK_01425,OBCFPDNM_01971,PDLMEAGH_02772,MIEBPKLG_01800,FAKIMOAG_01548,AAJLDHNL_02438,HFELHBKN_01951,FPIHAPOB_03749,PLNCNKBH_03688,IMMFCMMB_02709,BDMJLJKB_01072,MDDFFGJE_00162,ADGPNKPL_01305,MFAJDMJN_00343,HOGJFGMH_02050,BFJHMAPM_03616,JFGMPIEF_02817,DOHFHPBA_01980,OAICLECK_01389,HGGDPEND_02714,PGNFGNII_01377,PDCFMNHJ_00906
ribE,ribE,67-dimethyl-8-ribityllumazine synthase,39,39,1,1,6496,,,,471,471,471,COBAIANA_01572,NCDGGIKE_02910,KEJBGJNJ_00858,JELDIHCN_01663,PBHEHNGA_00365,DALMCLCA_00782,ONIJJAOC_03449,OLEGOONE_01660,CMJCGDBJ_01254,FDIPHMPI_00931,GAFMEKNJ_02161,JJCAEOCL_02192,FIMNDECN_00138,BOLFLKJN_00902,MONHGDDE_03632,HENDCIDF_03684,BGHDJHLL_03883,MLDDBGFK_02135,OBCFPDNM_03424,PDLMEAGH_00734,MIEBPKLG_00972,FAKIMOAG_02911,AAJLDHNL_01968,HFELHBKN_01168,FPIHAPOB_03557,PLNCNKBH_02887,IMMFCMMB_03572,BDMJLJKB_01454,MDDFFGJE_01258,ADGPNKPL_00968,MFAJDMJN_03887,HOGJFGMH_03555,BFJHMAPM_04093,JFGMPIEF_03453,DOHFHPBA_01156,OAICLECK_01255,HGGDPEND_01774,PGNFGNII_01935,PDCFMNHJ_02944
